Nr. SISF,Rangstufe,Taxonname,Gattung,Spezies,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF
264900,sp,Morus nigra L.,Morus,nigra,Moraceae,NC,,,
264950,sp,Muhlenbergia mexicana (L.) Trin.,Muhlenbergia,mexicana,Poaceae,N,,,
265000,sp,Muhlenbergia schreberi J. F. Gmel.,Muhlenbergia,schreberi,Poaceae,N,,,
265100,sp,Murbeckiella pinnatifida (Lam.) Rothm.,Murbeckiella,pinnatifida,Brassicaceae,I,,,
265150,sp,Muscari armeniacum Baker,Muscari,armeniacum,Asparagaceae,N,,,
265200,sp,Muscari botryoides (L.) Mill.,Muscari,botryoides,Asparagaceae,A,,,
265300,sp,Muscari comosum (L.) Mill.,Muscari,comosum,Asparagaceae,I,,,
265400,sp,Muscari neglectum Guss.,Muscari,neglectum,Asparagaceae,A,,Muscari neglectum aggr.,265450
265450,aggr,Muscari neglectum aggr.,Muscari,neglectum,Asparagaceae,A,,,
265500,sp,Muscari racemosum (L.) Mill.,Muscari,racemosum,Asparagaceae,A,,Muscari neglectum aggr.,265450
265600,sp,Myagrum perfoliatum L.,Myagrum,perfoliatum,Brassicaceae,N,,,
265700,sp,Mycelis muralis (L.) Dumort.,Mycelis,muralis,Asteraceae,I,,,
265800,sp,Myosotis alpestris F. W. Schmidt,Myosotis,alpestris,Boraginaceae,I,,,
265900,sp,Myosotis arvensis Hill,Myosotis,arvensis,Boraginaceae,I,,,
266000,sp,Myosotis cespitosa Schultz,Myosotis,cespitosa,Boraginaceae,I,,Myosotis scorpioides aggr.,266850
266100,sp,Myosotis decumbens Host,Myosotis,decumbens,Boraginaceae,I,,Myosotis sylvatica aggr.,267150
266130,subsp (single),Myosotis decumbens Host subsp. decumbens,Myosotis,decumbens,Boraginaceae,I,,Myosotis decumbens Host,266100
266200,sp,Myosotis discolor Pers.,Myosotis,discolor,Boraginaceae,I,,,
266330,sp,Myosotis michaelae Štěpánková,Myosotis,michaelae,Boraginaceae,I,,Myosotis scorpioides aggr.,266850
266360,sp,Myosotis minutiflora Boiss. & Reut.,Myosotis,minutiflora,Boraginaceae,I,,,
266400,sp,Myosotis nemorosa Besser,Myosotis,nemorosa,Boraginaceae,I,,Myosotis scorpioides aggr.,266850
266600,sp,Myosotis ramosissima Rochel,Myosotis,ramosissima,Boraginaceae,I,,,
266700,sp,Myosotis rehsteineri Wartm.,Myosotis,rehsteineri,Boraginaceae,I,,Myosotis scorpioides aggr.,266850
266800,sp,Myosotis scorpioides L.,Myosotis,scorpioides,Boraginaceae,I,,Myosotis scorpioides aggr.,266850
266850,aggr,Myosotis scorpioides aggr.,Myosotis,scorpioides,Boraginaceae,I,,,
266900,sp,Myosotis stricta Roem. & Schult.,Myosotis,stricta,Boraginaceae,I,,,
267100,sp,Myosotis sylvatica Hoffm.,Myosotis,sylvatica,Boraginaceae,I,,Myosotis sylvatica aggr.,267150
267150,aggr,Myosotis sylvatica aggr.,Myosotis,sylvatica,Boraginaceae,I,,,
267300,sp,Myosoton aquaticum (L.) Moench,Myosoton,aquaticum,Caryophyllaceae,I,,,
267400,sp,Myosurus minimus L.,Myosurus,minimus,Ranunculaceae,I,,,
267500,sp,Myricaria germanica (L.) Desv.,Myricaria,germanica,Tamaricaceae,I,,,
267600,sp,Myriophyllum alterniflorum DC.,Myriophyllum,alterniflorum,Haloragaceae,I,,,
267650,sp,Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum,aquaticum,Haloragaceae,N,,,
267700,sp,Myriophyllum heterophyllum Michx.,Myriophyllum,heterophyllum,Haloragaceae,N,,,
267800,sp,Myriophyllum spicatum L.,Myriophyllum,spicatum,Haloragaceae,I,,,
267900,sp,Myriophyllum verticillatum L.,Myriophyllum,verticillatum,Haloragaceae,I,,,
268000,sp,Myrrhis odorata (L.) Scop.,Myrrhis,odorata,Apiaceae,I,,,
268200,sp,Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt,Najas,flexilis,Hydrocharitaceae,I,,,
268400,sp,Najas marina L.,Najas,marina,Hydrocharitaceae,I,,,
268430,subsp,Najas marina L. subsp. marina,Najas,marina,Hydrocharitaceae,I,,Najas marina L.,268400
268460,subsp,Najas marina subsp. intermedia (Gorski) Casper,Najas,marina,Hydrocharitaceae,I,,Najas marina L.,268400
268500,sp,Najas minor All.,Najas,minor,Hydrocharitaceae,I,,,
268700,sp,Narcissus poëticus L.,Narcissus,poëticus,Amaryllidaceae,A,,Narcissus poëticus aggr.,268850
268850,aggr,Narcissus poëticus aggr.,Narcissus,poëticus,Amaryllidaceae,I,,,
268900,sp,Narcissus pseudonarcissus L.,Narcissus,pseudonarcissus,Amaryllidaceae,I,,,
269000,sp,Narcissus radiiflorus Salisb.,Narcissus,radiiflorus,Amaryllidaceae,I,,Narcissus poëticus aggr.,268850
269200,hybrid,Narcissus ×incomparabilis Mill.,Narcissus,×incomparabilis,Amaryllidaceae,N,,,
269300,hybrid,Narcissus ×medioluteus Mill.,Narcissus,×medioluteus,Amaryllidaceae,N,,Narcissus poëticus aggr.,268850
269400,hybrid,Narcissus ×verbanensis (Herb.) M. Roem.,Narcissus,×verbanensis,Amaryllidaceae,I,,Narcissus poëticus aggr.,268850
269700,sp,Nardus stricta L.,Nardus,stricta,Poaceae,I,,,
269750,sp,Nassella tenuissima (Trin.) Barkworth,Nassella,tenuissima,Poaceae,N,,,
269800,sp,Nasturtium microphyllum (Boenn.) Rchb.,Nasturtium,microphyllum,Brassicaceae,I,,,
269900,sp,Nasturtium officinale R. Br.,Nasturtium,officinale,Brassicaceae,I,,,
270000,sp,Nelumbo nucifera Gaertn.,Nelumbo,nucifera,Nelumbonaceae,N,,,
270100,sp,Neottia nidus-avis (L.) Rich.,Neottia,nidus-avis,Orchidaceae,I,,,
270200,sp,Nepeta cataria L.,Nepeta,cataria,Lamiaceae,A,,,
270250,hybrid,Nepeta ×faassenii Stearn,Nepeta,×faassenii,Lamiaceae,N,,,
270300,sp,Nepeta nepetella L.,Nepeta,nepetella,Lamiaceae,N,,,
270400,sp,Nepeta nuda L.,Nepeta,nuda,Lamiaceae,I,,,
270550,sp,Nepeta racemosa Lam.,Nepeta,racemosa,Lamiaceae,N,,,
270695,sp,Neslia paniculata (L.) Desv.,Neslia,paniculata,Brassicaceae,A/N,,,
270700,subsp,Neslia paniculata (L.) Desv. subsp. paniculata,Neslia,paniculata,Brassicaceae,A,,Neslia paniculata (L.) Desv.,270695
270800,subsp,Neslia paniculata subsp. thracica (Velen.) Bornm.,Neslia,paniculata,Brassicaceae,N,,Neslia paniculata (L.) Desv.,270695
270900,sp,Nicandra physalodes (L.) Gaertn.,Nicandra,physalodes,Solanaceae,N,,,
271000,sp,Nicotiana rustica L.,Nicotiana,rustica,Solanaceae,NC,,,
271100,sp,Nicotiana tabacum L.,Nicotiana,tabacum,Solanaceae,NC,,,
271300,sp,Nigella arvensis L.,Nigella,arvensis,Ranunculaceae,A,,,
271400,sp,Nigella damascena L.,Nigella,damascena,Ranunculaceae,N,,,
271450,sp,Nigritella austriaca (Teppner & E. Klein) P. Delforge,Nigritella,austriaca,Orchidaceae,I,,Nigritella rhellicani aggr.,271700
271470,sp,Nigritella corneliana (Beauverd) Gölz & H. R. Reinhard,Nigritella,corneliana,Orchidaceae,,x,Nigritella rhellicani aggr.,271700
271655,sp,Nigritella rhellicani Teppner & E. Klein,Nigritella,rhellicani,Orchidaceae,I,,Nigritella rhellicani aggr.,271700
271700,aggr,Nigritella rhellicani aggr.,Nigritella,rhellicani,Orchidaceae,I,,,
271800,sp,Nigritella rubra (Wettst.) K. Richt.,Nigritella,rubra,Orchidaceae,I,,,
271900,sp,Nonea erecta Bernh.,Nonea,erecta,Boraginaceae,N,,,
272000,sp,Nonea lutea (Desr.) DC.,Nonea,lutea,Boraginaceae,N,,,
272200,sp,Notholaena marantae (L.) Desv.,Notholaena,marantae,Pteridaceae,I,,,
272300,sp,Nuphar lutea (L.) Sm.,Nuphar,lutea,Nymphaeaceae,I,,,
272400,sp,Nuphar pumila (Timm) DC.,Nuphar,pumila,Nymphaeaceae,I,,,
272500,sp,Nymphaea alba L.,Nymphaea,alba,Nymphaeaceae,I,,,
272600,sp,Nymphaea candida C. Presl,Nymphaea,candida,Nymphaeaceae,,x,,
272700,sp,Nymphoides peltata (S. G. Gmel.) Kuntze,Nymphoides,peltata,Menyanthaceae,I,,,
272800,sp,Ocimum basilicum L.,Ocimum,basilicum,Lamiaceae,NC,,,
272900,sp,Odontites lanceolatus (Gaudin) Rchb.,Odontites,lanceolatus,Orobanchaceae,,x,,
273000,sp,Odontites luteus (L.) Clairv.,Odontites,luteus,Orobanchaceae,I,,,
273150,sp,Odontites vernus (Bellardi) Dumort.,Odontites,vernus,Orobanchaceae,I,,Odontites vernus aggr.,273350
273350,aggr,Odontites vernus aggr.,Odontites,vernus,Orobanchaceae,I,,,
273400,sp,Odontites viscosus (L.) Clairv.,Odontites,viscosus,Orobanchaceae,I,,,
273500,sp,Odontites vulgaris Moench,Odontites,vulgaris,Orobanchaceae,I,,Odontites vernus aggr.,273350
273600,sp,Oenanthe aquatica (L.) Poir.,Oenanthe,aquatica,Apiaceae,I,,,
273700,sp,Oenanthe fistulosa L.,Oenanthe,fistulosa,Apiaceae,I,,,
273900,sp,Oenanthe lachenalii C. C. Gmel.,Oenanthe,lachenalii,Apiaceae,I,,,
274000,sp,Oenanthe peucedanifolia Pollich,Oenanthe,peucedanifolia,Apiaceae,I,,,
274090,sp,Oenothera biennis L.,Oenothera,biennis,Onagraceae,N,,Oenothera biennis aggr.,274102
274102,aggr,Oenothera biennis aggr.,Oenothera,biennis,Onagraceae,N,,,
274130,sp,Oenothera canovirens Steele,Oenothera,canovirens,Onagraceae,N,,Oenothera villosa aggr.,275000
274160,sp,Oenothera deflexa R. R. Gates,Oenothera,deflexa,Onagraceae,N,,Oenothera parviflora aggr.,274700
274170,sp,Oenothera depressa Greene,Oenothera,depressa,Onagraceae,N,,Oenothera villosa aggr.,275000
274250,sp,Oenothera fallax Renner,Oenothera,fallax,Onagraceae,N,,Oenothera biennis aggr.,274102
274300,sp,Oenothera glazioviana Micheli,Oenothera,glazioviana,Onagraceae,N,,Oenothera biennis aggr.,274102
274630,sp,Oenothera oaksiana (A. Gray) S. Watson & J. M. Coult.,Oenothera,oaksiana,Onagraceae,,x,Oenothera parviflora aggr.,274700
274660,sp,Oenothera parviflora L.,Oenothera,parviflora,Onagraceae,N,,Oenothera parviflora aggr.,274700
274700,aggr,Oenothera parviflora aggr.,Oenothera,parviflora,Onagraceae,N,,,
274750,sp,Oenothera pycnocarpa G. F. Atk. & Bartlett,Oenothera,pycnocarpa,Onagraceae,N,,Oenothera biennis aggr.,274102
274850,sp,Oenothera stucchii Soldano,Oenothera,stucchii,Onagraceae,N,,Oenothera biennis aggr.,274102
274990,sp,Oenothera villosa Thunb.,Oenothera,villosa,Onagraceae,N,,Oenothera villosa aggr.,275000
275000,aggr,Oenothera villosa aggr.,Oenothera,villosa,Onagraceae,N,,,
275100,sp,Olea europaea L.,Olea,europaea,Oleaceae,N,,,
275200,sp,Omphalodes verna Moench,Omphalodes,verna,Boraginaceae,N,,,
275300,sp,Onobrychis arenaria (Kit.) DC.,Onobrychis,arenaria,Fabaceae,I,,,
275350,subsp (single),Onobrychis arenaria (Kit.) DC. subsp. arenaria,Onobrychis,arenaria,Fabaceae,I,,Onobrychis arenaria (Kit.) DC.,275300
275400,sp,Onobrychis montana DC.,Onobrychis,montana,Fabaceae,I,,,
275600,sp,Onobrychis viciifolia Scop.,Onobrychis,viciifolia,Fabaceae,N,,,
275800,sp,Ononis cristata Mill.,Ononis,cristata,Fabaceae,,x,,
276000,sp,Ononis fruticosa L.,Ononis,fruticosa,Fabaceae,,x,,
276050,sp,Ononis minutissima L.,Ononis,minutissima,Fabaceae,,x,,
276100,sp,Ononis natrix L.,Ononis,natrix,Fabaceae,I,,,
276200,sp,Ononis pusilla L.,Ononis,pusilla,Fabaceae,I,,,
276300,sp,Ononis repens L.,Ononis,repens,Fabaceae,I,,Ononis spinosa aggr.,276850
276500,sp,Ononis rotundifolia L.,Ononis,rotundifolia,Fabaceae,I,,,
276600,sp,Ononis spinosa L.,Ononis,spinosa,Fabaceae,I,,Ononis spinosa aggr.,276850
276700,subsp,Ononis spinosa L. subsp. spinosa,Ononis,spinosa,Fabaceae,I,,Ononis spinosa L.,276600
276800,subsp,Ononis spinosa subsp. austriaca (Beck) Gams,Ononis,spinosa,Fabaceae,I,,Ononis spinosa L.,276600
276850,aggr,Ononis spinosa aggr.,Ononis,spinosa,Fabaceae,I,,,
276900,sp,Onopordum acanthium L.,Onopordum,acanthium,Asteraceae,A,,,
277200,sp,Onosma helvetica (A. DC.) Boiss.,Onosma,helvetica,Boraginaceae,I,,,
277400,sp,Onosma pseudoarenaria Schur,Onosma,pseudoarenaria,Boraginaceae,I,,,
277900,sp,Ophioglossum vulgatum L.,Ophioglossum,vulgatum,Ophioglossaceae,I,,,
277950,sp,Ophrys apifera Huds.,Ophrys,apifera,Orchidaceae,I,,,
278300,sp,Ophrys araneola Rchb.,Ophrys,araneola,Orchidaceae,I,,Ophrys sphegodes aggr.,279300
278400,sp,Ophrys benacensis (Reisigl) O. Danesch & al.,Ophrys,benacensis,Orchidaceae,N,,,
278850,sp,Ophrys holosericea (Burm. f.) Greuter,Ophrys,holosericea,Orchidaceae,I,,,
278900,subsp,Ophrys holosericea (Burm. f.) Greuter subsp. holosericea,Ophrys,holosericea,Orchidaceae,I,,Ophrys holosericea (Burm. f.) Greuter,278850
279000,subsp,Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele,Ophrys,holosericea,Orchidaceae,I,,Ophrys holosericea (Burm. f.) Greuter,278850
279100,sp,Ophrys insectifera L.,Ophrys,insectifera,Orchidaceae,I,,,
279150,sp,Ophrys scolopax Cav.,Ophrys,scolopax,Orchidaceae,,x,,
279200,sp,Ophrys sphegodes Mill.,Ophrys,sphegodes,Orchidaceae,I,,Ophrys sphegodes aggr.,279300
279250,subsp (single),Ophrys sphegodes Mill. subsp. sphegodes,Ophrys,sphegodes,Orchidaceae,I,,Ophrys sphegodes Mill.,279200
279300,aggr,Ophrys sphegodes aggr.,Ophrys,sphegodes,Orchidaceae,I,,,
279400,sp,Oplismenus undulatifolius (Ard.) Roem. & Schult.,Oplismenus,undulatifolius,Poaceae,I,,,
279590,sp,Opuntia humifusa (Raf.) Raf.,Opuntia,humifusa,Cactaceae,N,,,
279810,sp,Opuntia phaeacantha Engelm.,Opuntia,phaeacantha,Cactaceae,N,,,
280000,sp,Orchis coriophora L.,Orchis,coriophora,Orchidaceae,I,,,
280030,subsp,Orchis coriophora L. subsp. coriophora,Orchis,coriophora,Orchidaceae,I,,Orchis coriophora L.,280000
280060,subsp,Orchis coriophora subsp. fragrans (Pollini) K. Richt.,Orchis,coriophora,Orchidaceae,,x,Orchis coriophora L.,280000
280450,sp,Orchis italica Poir.,Orchis,italica,Orchidaceae,N,,,
280700,sp,Orchis laxiflora Lam.,Orchis,laxiflora,Orchidaceae,I,,,
280900,sp,Orchis mascula (L.) L.,Orchis,mascula,Orchidaceae,I,,,
280950,subsp,Orchis mascula (L.) L. subsp. mascula,Orchis,mascula,Orchidaceae,I,,Orchis mascula (L.) L.,280900
280980,subsp,Orchis mascula subsp. speciosa (Mutel) Hegi,Orchis,mascula,Orchidaceae,I,,Orchis mascula (L.) L.,280900
281000,sp,Orchis militaris L.,Orchis,militaris,Orchidaceae,I,,,
281100,sp,Orchis morio L.,Orchis,morio,Orchidaceae,I,,,
281130,subsp (single),Orchis morio L. subsp. morio,Orchis,morio,Orchidaceae,I,,Orchis morio L.,281100
281200,sp,Orchis pallens L.,Orchis,pallens,Orchidaceae,I,,,
281300,sp,Orchis palustris Jacq.,Orchis,palustris,Orchidaceae,I,,,
281400,sp,Orchis papilionacea L.,Orchis,papilionacea,Orchidaceae,I,,,
281500,sp,Orchis provincialis DC.,Orchis,provincialis,Orchidaceae,I,,,
281600,sp,Orchis purpurea Huds.,Orchis,purpurea,Orchidaceae,I,,,
281800,sp,Orchis simia Lam.,Orchis,simia,Orchidaceae,I,,,
281900,sp,Orchis spitzelii W. D. J. Koch,Orchis,spitzelii,Orchidaceae,I,,,
282100,sp,Orchis tridentata Scop.,Orchis,tridentata,Orchidaceae,I,,,
282200,sp,Orchis ustulata L.,Orchis,ustulata,Orchidaceae,I,,,
282300,sp,Oreochloa disticha (Wulfen) Link,Oreochloa,disticha,Poaceae,I,,,
282400,sp,Oreopteris limbosperma (All.) Holub,Oreopteris,limbosperma,Thelypteridaceae,I,,,
282500,sp,Origanum majorana L.,Origanum,majorana,Lamiaceae,AC,,,
282600,sp,Origanum vulgare L.,Origanum,vulgare,Lamiaceae,I,,,
282650,sp,Orlaya daucoides (L.) Greuter,Orlaya,daucoides,Apiaceae,N,,,
282700,sp,Orlaya grandiflora (L.) Hoffm.,Orlaya,grandiflora,Apiaceae,A,,,
282900,sp,Ornithogalum boucheanum (Kunth) Asch.,Ornithogalum,boucheanum,Asparagaceae,N,,,
282950,sp,Ornithogalum divergens Boreau,Ornithogalum,divergens,Asparagaceae,N,,Ornithogalum umbellatum aggr.,283850
283000,sp,Ornithogalum gussonei Ten.,Ornithogalum,gussonei,Asparagaceae,N,,Ornithogalum umbellatum aggr.,283850
283200,sp,Ornithogalum nutans L.,Ornithogalum,nutans,Asparagaceae,A,,,
283350,sp,Ornithogalum pyrenaicum L.,Ornithogalum,pyrenaicum,Asparagaceae,I/N,,,
283400,subsp,Ornithogalum pyrenaicum L. subsp. pyrenaicum,Ornithogalum,pyrenaicum,Asparagaceae,I,,Ornithogalum pyrenaicum L.,283350
283500,subsp,Ornithogalum pyrenaicum subsp. sphaerocarpum (A. Kern.) Hegi,Ornithogalum,pyrenaicum,Asparagaceae,N,,Ornithogalum pyrenaicum L.,283350
283800,sp,Ornithogalum umbellatum L.,Ornithogalum,umbellatum,Asparagaceae,I,,Ornithogalum umbellatum aggr.,283850
283850,aggr,Ornithogalum umbellatum aggr.,Ornithogalum,umbellatum,Asparagaceae,I/N,,,
283900,sp,Ornithopus perpusillus L.,Ornithopus,perpusillus,Fabaceae,I,,,
284000,sp,Orobanche alba Willd.,Orobanche,alba,Orobanchaceae,I,,,
284100,subsp,Orobanche alsatica Kirschl. subsp. alsatica,Orobanche,alsatica,Orobanchaceae,I,,Orobanche alsatica Kirschl.,284200
284150,subsp,Orobanche alsatica subsp. libanotidis (Rupr.) Tzvelev,Orobanche,alsatica,Orobanchaceae,I,,Orobanche alsatica Kirschl.,284200
284200,sp,Orobanche alsatica Kirschl.,Orobanche,alsatica,Orobanchaceae,I,,,
284300,sp,Orobanche amethystea Thuill.,Orobanche,amethystea,Orobanchaceae,,x,,
284400,sp,Orobanche arenaria Borkh.,Orobanche,arenaria,Orobanchaceae,I,,Orobanche purpurea aggr.,286150
284500,sp,Orobanche artemisiae-campestris Gaudin,Orobanche,artemisiae-campestris,Orobanchaceae,I,,,
284650,sp,Orobanche bohemica Čelak.,Orobanche,bohemica,Orobanchaceae,I,,Orobanche purpurea aggr.,286150
284700,sp,Orobanche caryophyllacea Sm.,Orobanche,caryophyllacea,Orobanchaceae,I,,,
284800,sp,Orobanche cernua Loefl.,Orobanche,cernua,Orobanchaceae,,x,,
284900,sp,Orobanche elatior Sutton,Orobanche,elatior,Orobanchaceae,I,,,
284990,sp,Orobanche flava F. W. Schultz,Orobanche,flava,Orobanchaceae,I,,Orobanche flava aggr.,285000
285000,aggr,Orobanche flava aggr.,Orobanche,flava,Orobanchaceae,I,,,
285100,sp,Orobanche gracilis Sm.,Orobanche,gracilis,Orobanchaceae,I,,,
285200,sp,Orobanche hederae Duby,Orobanche,hederae,Orobanchaceae,I,,,
285400,sp,Orobanche laserpitii-sileris Jord.,Orobanche,laserpitii-sileris,Orobanchaceae,I,,,
285600,sp,Orobanche lucorum F. W. Schultz,Orobanche,lucorum,Orobanchaceae,I,,,
285700,sp,Orobanche lutea Baumg.,Orobanche,lutea,Orobanchaceae,I,,,
285750,sp,Orobanche lycoctoni Rhiner,Orobanche,lycoctoni,Orobanchaceae,I,,Orobanche flava aggr.,285000
285900,sp,Orobanche minor Sm.,Orobanche,minor,Orobanchaceae,I,,,
286000,sp,Orobanche picridis F. W. Schultz,Orobanche,picridis,Orobanchaceae,I,,,
286090,sp,Orobanche purpurea Jacq.,Orobanche,purpurea,Orobanchaceae,I,,Orobanche purpurea aggr.,286150
286150,aggr,Orobanche purpurea aggr.,Orobanche,purpurea,Orobanchaceae,I,,,
286200,sp,Orobanche ramosa L.,Orobanche,ramosa,Orobanchaceae,A,,,
286250,subsp (single),Orobanche ramosa L. subsp. ramosa,Orobanche,ramosa,Orobanchaceae,A,,Orobanche ramosa L.,286200
286300,sp,Orobanche rapum-genistae Thuill.,Orobanche,rapum-genistae,Orobanchaceae,I,,,
286400,sp,Orobanche reticulata Wallr.,Orobanche,reticulata,Orobanchaceae,I,,,
286500,sp,Orobanche salviae F. W. Schultz,Orobanche,salviae,Orobanchaceae,I,,,
286600,sp,Orobanche teucrii Holandre,Orobanche,teucrii,Orobanchaceae,I,,,
286800,sp,Orthilia secunda (L.) House,Orthilia,secunda,Ericaceae,I,,,
287000,sp,Osmunda regalis L.,Osmunda,regalis,Osmundaceae,I,,,
287100,sp,Ostrya carpinifolia Scop.,Ostrya,carpinifolia,Betulaceae,I,,,
287200,sp,Osyris alba L.,Osyris,alba,Santalaceae,,x,,
287300,sp,Oxalis acetosella L.,Oxalis,acetosella,Oxalidaceae,I,,,
287350,sp,Oxalis articulata Savigny,Oxalis,articulata,Oxalidaceae,N,,,
287400,sp,Oxalis corniculata L.,Oxalis,corniculata,Oxalidaceae,I,,,
287500,sp,Oxalis dillenii Jacq.,Oxalis,dillenii,Oxalidaceae,N,,,
287750,sp,Oxalis stricta L.,Oxalis,stricta,Oxalidaceae,N,,,
288100,sp,Oxyria digyna (L.) Hill,Oxyria,digyna,Polygonaceae,I,,,
288200,sp,Oxytropis campestris (L.) DC.,Oxytropis,campestris,Fabaceae,I,,,
288500,sp,Oxytropis fetida (Vill.) DC.,Oxytropis,fetida,Fabaceae,I,,,
288700,sp,Oxytropis halleri W. D. J. Koch,Oxytropis,halleri,Fabaceae,I,,,
288800,subsp,Oxytropis halleri W. D. J. Koch subsp. halleri,Oxytropis,halleri,Fabaceae,I,,Oxytropis halleri W. D. J. Koch,288700
289000,subsp,Oxytropis halleri subsp. velutina (Schur) O. Schwarz,Oxytropis,halleri,Fabaceae,I,,Oxytropis halleri W. D. J. Koch,288700
289200,sp,Oxytropis helvetica Scheele,Oxytropis,helvetica,Fabaceae,I,,,
289300,sp,Oxytropis jacquinii Bunge,Oxytropis,jacquinii,Fabaceae,I,,,
289400,sp,Oxytropis lapponica (Wahlenb.) J. Gay,Oxytropis,lapponica,Fabaceae,I,,,
289500,sp,Oxytropis neglecta Ten.,Oxytropis,neglecta,Fabaceae,I,,,
289600,sp,Oxytropis pilosa (L.) DC.,Oxytropis,pilosa,Fabaceae,I,,,
289900,sp,Paederota bonarota (L.) L.,Paederota,bonarota,Plantaginaceae,,x,,
290000,sp,Paeonia officinalis L.,Paeonia,officinalis,Paeoniaceae,I,,,
290050,subsp (single),Paeonia officinalis L. subsp. officinalis,Paeonia,officinalis,Paeoniaceae,I,,Paeonia officinalis L.,290000
290100,sp,Paliurus spina-christi Mill.,Paliurus,spina-christi,Rhamnaceae,,x,,
290280,sp,Panicum barbipulvinatum Nash,Panicum,barbipulvinatum,Poaceae,N,,Panicum capillare aggr.,290300
290290,sp,Panicum capillare L.,Panicum,capillare,Poaceae,N,,Panicum capillare aggr.,290300
290300,aggr,Panicum capillare aggr.,Panicum,capillare,Poaceae,N,,,
290400,sp,Panicum dichotomiflorum Michx.,Panicum,dichotomiflorum,Poaceae,N,,,
290450,sp,Panicum hillmanii Chase,Panicum,hillmanii,Poaceae,N,,Panicum capillare aggr.,290300
290600,sp,Panicum miliaceum L.,Panicum,miliaceum,Poaceae,AC,,,
290620,sp,Panicum repens L.,Panicum,repens,Poaceae,N,,,
290650,aggr,Papaver alpinum aggr.,Papaver,alpinum,Papaveraceae,I,,,
290700,sp,Papaver apulum Ten.,Papaver,apulum,Papaveraceae,A,,,
290800,sp,Papaver argemone L.,Papaver,argemone,Papaveraceae,A,,,
290900,sp,Papaver aurantiacum Loisel.,Papaver,aurantiacum,Papaveraceae,I,,Papaver alpinum aggr.,290650
291000,sp,Papaver croceum Ledeb.,Papaver,croceum,Papaveraceae,N,,,
291095,sp,Papaver dubium L.,Papaver,dubium,Papaveraceae,I/A,,,
291100,subsp,Papaver dubium L. subsp. dubium,Papaver,dubium,Papaveraceae,A,,Papaver dubium L.,291095
291200,subsp,Papaver dubium subsp. lecoqii (Lamotte) Syme,Papaver,dubium,Papaveraceae,I,,Papaver dubium L.,291095
291300,sp,Papaver hybridum L.,Papaver,hybridum,Papaveraceae,I,,,
291600,sp,Papaver occidentale (Markgr.) H. E. Hess & Landolt,Papaver,occidentale,Papaveraceae,I,,Papaver alpinum aggr.,290650
291650,sp,Papaver orientale L.,Papaver,orientale,Papaveraceae,NC,,,
291800,sp,Papaver rhoeas L.,Papaver,rhoeas,Papaveraceae,A,,,
291900,sp,Papaver sendtneri Hayek,Papaver,sendtneri,Papaveraceae,I,,Papaver alpinum aggr.,290650
292000,sp,Papaver somniferum L.,Papaver,somniferum,Papaveraceae,AC,,,
292100,sp,Paradisea liliastrum (L.) Bertol.,Paradisea,liliastrum,Asparagaceae,I,,,
292300,sp,Parietaria judaica L.,Parietaria,judaica,Urticaceae,I,,,
292400,sp,Parietaria officinalis L.,Parietaria,officinalis,Urticaceae,I,,,
292600,sp,Paris quadrifolia L.,Paris,quadrifolia,Melanthiaceae,I,,,
292700,sp,Parnassia palustris L.,Parnassia,palustris,Celastraceae,I,,,
292900,sp,Paronychia polygonifolia (Vill.) DC.,Paronychia,polygonifolia,Caryophyllaceae,,x,,
293100,sp,Parthenocissus inserta (A. Kern.) Fritsch,Parthenocissus,inserta,Vitaceae,N,,Parthenocissus quinquefolia aggr.,293230
293200,sp,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus,quinquefolia,Vitaceae,N,,Parthenocissus quinquefolia aggr.,293230
293230,aggr,Parthenocissus quinquefolia aggr.,Parthenocissus,quinquefolia,Vitaceae,N,,,
293250,sp,Parthenocissus tricuspidata (Siebold & Zucc.) Planch.,Parthenocissus,tricuspidata,Vitaceae,NC,,,
293260,sp,Paspalum dilatatum Poir.,Paspalum,dilatatum,Poaceae,N,,,
293295,sp,Pastinaca sativa L.,Pastinaca,sativa,Apiaceae,I/A,,,
